# mskenet,mskenetpca,mskplsenet,msknsenet,mskenethar,mskenetvae
0.000000000000000000e+00,nan,0.000000000000000000e+00,2.386319077774375735e-13,1.010133939483057698e-111,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.386319077774375735e-13,1.010133939483057698e-111,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.019302012433336735e-01,1.777907259872721607e-04,1.784364417650249489e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.447000044181275327e-314,5.262447002419455072e-314
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221577534017989498e-111
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
