# mskenet,mskplsenet,msknsenet
0.000000000000000000e+00,8.612934692505976386e+01,-5.697619794836339224e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.031714542208313787e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
