,m,st,mt,lt
0,itm,-3.2852490207966127,-3.3298434816264817,2.1967250168996184
1,atm,-0.23047174377454677,0.10559620074823388,0.011312924551896824
2,otm,-0.9155552748055972,-0.7350487925657984,-2.1828112427692514
