# ridge,plsridge,ctridge,ssviridge
0.000000000000000000e+00,4.409699559504419399e-35,1.896786582535742564e-21,5.841322349432519627e-69
0.000000000000000000e+00,0.000000000000000000e+00,7.615217891083701123e-68,3.651585786986593307e-30
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.625003159219905389e-65
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
