,models,rmse,rmsestd,r2:,r2std
0,ssviridge,0.020074202082464444,0.00952454575816692,0.8264606049922164,0.16531531224969187
1,ctridge,0.02194562281632816,0.013459534563362288,0.7477359696243884,0.136192296334137
2,ctlasso,0.058916332023230086,0.02952699478179544,-0.5574589844940062,0.30520772679750036
3,ctenet,0.058916332023230086,0.02952699478179544,-0.5574589844940062,0.30520772679750036
4,ssvilasso,0.022466936964414617,0.009241730059017933,0.7930780649371593,0.18715745322186497
5,ssvienet,0.022466936964414617,0.009241730059017933,0.7930780649371593,0.18715745322186497
6,sridge,0.0177697160797433,0.011503036908757357,0.8343942050355464,0.13088900483891025
7,slasso,0.05927902896723923,0.029367844067192252,-0.5688947576739264,0.38005800884768165
8,senet,0.05927902896723923,0.029367844067192252,-0.5688947576739264,0.38005800884768165
9,splsridge,0.020538119421078235,0.013290865796767113,0.7862235217490876,0.12660653784418455
10,splslasso,0.02048731660382114,0.013296436210262986,0.7867040119950891,0.1259211884391504
11,splsenet,0.020510575561831126,0.01329437663301493,0.7864780465783046,0.1263558730609284
12,pmridge,0.015572496309416047,0.011730959103038764,0.8641720209591881,0.0812281886922725
13,pmlasso,0.05927902896723923,0.029367844067192252,-0.5688947576739264,0.38005800884768165
14,pmenet,0.05927902896723923,0.029367844067192252,-0.5688947576739264,0.38005800884768165
15,pmplsridge,0.0199258684167628,0.0177219894089479,0.7557429756751568,0.08597880229534
16,pmplslasso,0.0199258684167628,0.0177219894089479,0.7557429756751568,0.08597880229534
17,pmplsenet,0.0199258684167628,0.0177219894089479,0.7557429756751568,0.08597880229534
18,mskridge,0.016615324443703946,0.010458987884562253,0.8610332532651233,0.10561922851020218
19,msklasso,0.05927902896723923,0.029367844067192252,-0.5688947576739264,0.38005800884768165
20,mskenet,0.05927902896723923,0.029367844067192252,-0.5688947576739264,0.38005800884768165
21,mskplsridge,0.023809825439834422,0.016490492562063246,0.7073316310420662,0.14551252965042535
22,mskplslasso,0.025042800386846985,0.01695870303530208,0.6765767592457924,0.17360451864768858
23,mskplsenet,0.023955614559986252,0.016768270445361153,0.7012071261525397,0.1524711266456564
24,msknsridge,0.018433943880279233,0.011955843978588527,0.8252683032918108,0.09967390910121258
25,msknslasso,0.13389703486153998,0.0635135455400204,-7.408067533824425,2.2654963455953223
26,msknsenet,0.12898934642748391,0.06212914333962093,-6.438222893584501,1.4171620960838731
27,tskridge,0.0159599690819673,0.01034974150492931,0.8692052126426579,0.09676602180774684
28,tsklasso,0.05927902896723923,0.029367844067192252,-0.5688947576739264,0.38005800884768165
29,tskenet,0.05927902896723923,0.029367844067192252,-0.5688947576739264,0.38005800884768165
30,tskplsridge,0.01931034573093739,0.01388080410889948,0.7934094294276387,0.07075374682268322
31,tskplslasso,0.019775184044030225,0.01428275743114043,0.7832849011925178,0.08031411692420257
32,tskplsenet,0.01950517228956391,0.014044528445545263,0.7888703528626261,0.07637960095677936
33,tsknsridge,0.01698652230678658,0.011625653746371279,0.8471841673315212,0.08717937439953692
34,tsknslasso,0.059276417711356826,0.02936744476024899,-0.5724214707947697,0.39551609620980366
35,tsknsenet,0.059276417711356826,0.02936744476024899,-0.5724214707947697,0.39551609620980366
