,m,st,mt,lt
0,itm,-5.598559902733569,0.037331280786201404,3.160336359784277
1,atm,-7.317340938512951,-3.482243906368776,6.804806957729315
2,otm,-2.1639987371411706,0.13576861011670438,10.589355039796121
