,m,st,mt,lt
0,itm,-1.2908854611882878,-1.6757588075418646,-1.5810594047500957
1,atm,-1.113740440246294,-1.1584786505598197,-1.3154365966246893
2,otm,-1.0110599352576688,-1.8442442473206528,-2.5781985454710807
