# msklasso,mskplslasso,msknslasso
0.000000000000000000e+00,0.000000000000000000e+00,3.215185089111577247e-28
0.000000000000000000e+00,0.000000000000000000e+00,8.578201905980835651e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
