# tskridge,tskplsridge,tsknsridge
0.000000000000000000e+00,-3.067195287207300680e+01,-1.653504662927247537e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.081862322562858836e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
