,m,st,mt,lt
0,itm,5.547742055138402e-08,2.6821692957637776e-08,2.9231064681237e-07
1,atm,0.10438185452338677,0.09635953894546223,0.1293975693783611
2,otm,0.0057485559531752425,0.0031533891071250796,1.555801778020042e-05
