,m,st,mt,lt
0,itm,0.019796997847140327,0.019206541922794824,0.015438076871576507
1,atm,0.012728318750629504,0.011593312652810828,0.009077984719784332
2,otm,0.010003602597798554,0.008167931671079235,0.008337579294120613
