,m,st,mt,lt
0,itm,-5.952556120868807,-6.376025958637097,1.0936542580442847
1,atm,-0.7681612909850064,-0.38685279860917815,1.3814810212551802
2,otm,-0.9296881698956216,-0.8179362265938951,-5.139679929866963
