,models,rmse,rmsestd,r2:,r2std
0,sridge,0.014013728189352525,0.009557899047263967,0.8884805252131337,0.06801467347568921
1,slasso,0.061044666748355236,0.02559802822404249,-0.7633491364731129,0.45427900252013936
2,senet,0.061044666748355236,0.02559802822404249,-0.7633491364731129,0.45427900252013936
3,splsridge,0.018431378008718597,0.011152509118574438,0.8202647457308386,0.09671948006817141
4,splslasso,0.018432586896920258,0.011153187065718927,0.8202480286987766,0.09687757580602803
5,splsenet,0.018431763895362104,0.011153034262575618,0.8202557130805151,0.0967974635638532
6,pmridge,0.012560195532878016,0.010880815500771643,0.8914409670980046,0.049618920020681426
7,pmlasso,0.061044666748355236,0.02559802822404249,-0.7633491364731129,0.45427900252013936
8,pmenet,0.061044666748355236,0.02559802822404249,-0.7633491364731129,0.45427900252013936
9,pmplsridge,0.014151025711452018,0.01261520412236837,0.8592155960843572,0.050131531692343696
10,pmplslasso,0.014151025711452018,0.01261520412236837,0.8592155960843572,0.050131531692343696
11,pmplsenet,0.014151025711452018,0.01261520412236837,0.8592155960843572,0.050131531692343696
12,mskridge,0.01397729503358012,0.009434872394843693,0.8889814061724001,0.07063505270857692
13,msklasso,0.061044666748355236,0.02559802822404249,-0.7633491364731129,0.45427900252013936
14,mskenet,0.061044666748355236,0.02559802822404249,-0.7633491364731129,0.45427900252013936
15,mskplsridge,0.01718071977963693,0.01178672265935453,0.8259047556717021,0.09351174227797705
16,mskplslasso,0.018694299491106837,0.011570092659812839,0.8088684758910609,0.10635866684234192
17,mskplsenet,0.017867618199607097,0.011655989015471001,0.818840639690651,0.09882743499282057
18,msknsridge,0.015233815228028472,0.010285067360442558,0.8669494732458926,0.06969816864697209
19,msknslasso,0.09812825827071113,0.0354093653232823,-3.4767896273569727,1.3325075144054543
20,msknsenet,0.09206683758535558,0.03419466354272942,-3.083978624322795,1.1131425083502147
21,tskridge,0.012499600525135815,0.010263671444183982,0.8981396931246128,0.05551384251829978
22,tsklasso,0.061044666748355236,0.02559802822404249,-0.7633491364731129,0.45427900252013936
23,tskenet,0.061044666748355236,0.02559802822404249,-0.7633491364731129,0.45427900252013936
24,tskplsridge,0.014223831988868695,0.011810934427048968,0.8648078331253574,0.045467702791474295
25,tskplslasso,0.015221757729682876,0.011931742020989641,0.8536855763006899,0.052637011266786146
26,tskplsenet,0.01463709687144304,0.011832145654403338,0.8605576613901494,0.048261393918789586
27,tsknsridge,0.01357573562646777,0.01097885386580279,0.8804540046481268,0.05405475105335813
28,tsknslasso,0.06104769708700167,0.025596502042191837,-0.7643620219235354,0.4568830708227793
29,tsknsenet,0.06104769708700167,0.025596502042191837,-0.7643620219235354,0.4568830708227793
