# tskridge,tskplsridge,tsknsridge
0.000000000000000000e+00,-2.104548089835509472e+01,-2.720702277439499639e+01
0.000000000000000000e+00,0.000000000000000000e+00,-5.090270062385804373e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
