,m,st,mt,lt
0,itm,-3.3489736090961797,-2.9619527149118823,3.9790711550948847
1,atm,-0.709017397679511,-0.3026929503584087,1.2916099106300523
2,otm,-1.3503111093495725,-0.6554243418960777,-1.544134998691562
