# har,plslasso,plsenet
0.000000000000000000e+00,-9.244399710450610996e+01,-9.236299673397532217e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.209035966281637897e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
