# pmridge,pmpca,pmplsridge,pmhar
0.000000000000000000e+00,-1.081659349137711246e+01,-9.492944463994504645e+00,2.272489222295576816e+00
0.000000000000000000e+00,0.000000000000000000e+00,-9.049428016967501875e+00,1.066167227011513496e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.817056134797573108e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
