# tsklasso,tskplslasso,tsknslasso
0.000000000000000000e+00,0.000000000000000000e+00,7.510184243574645715e-139
0.000000000000000000e+00,0.000000000000000000e+00,2.032399348555347790e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
