# pmenet,pmenetpca,pmplsenet,pmenethar,pmenetvae
0.000000000000000000e+00,nan,0.000000000000000000e+00,3.738156485617691334e-97,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.738156485617691334e-97,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.738156485617691334e-97
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
