,m,st,mt,lt
0,itm,0.15374324871875422,0.1451281933883043,0.008999488848365508
1,atm,0.3242837212092232,0.26414778101124115,0.5878603627793269
2,otm,0.07621209468768138,0.028289041557462435,0.0227946452458227
