# pmenet,pmenetpca,pmplsenet,pmenethar
0.000000000000000000e+00,1.723702683517517098e+00,6.678936437228009027e+01,2.067782622616045174e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.678936437228009027e+01,2.067782622616029187e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.678823979380369735e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
