# pmhar,tskridge,mskhar,har
0.000000000000000000e+00,2.492772862459878171e-09,1.044356865377395370e-07,5.551408953085620299e-07
0.000000000000000000e+00,0.000000000000000000e+00,7.933751982644224623e-47,3.293053981752389394e-32
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.325354269161415754e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
