# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,-1.644455037104584250e+01,-1.714045792698232162e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.293925247158170322e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
