# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,-9.729545869078906151e+01,-9.193382615267057645e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.717565104487007499e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
