# tskenet,tskenetpca,tskplsenet,tsknsenet,tskenethar,tskenetvae
0.000000000000000000e+00,nan,7.028849350016498931e+01,-2.265987629781348822e+00,3.056427528310128849e+01,nan
0.000000000000000000e+00,0.000000000000000000e+00,7.028849350016498931e+01,-2.265987629781348822e+00,3.056427528310128849e+01,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.028800854834832990e+01,-7.028211775588724208e+01,-7.028849350016498931e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.317661764359698751e+01,2.265987629781348822e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.056427528310128849e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
