# ridge,lasso,enet,pmridge,pmlasso,pmenet,mskridge,msklasso,mskenet,tskridge,tsklasso,tskenet
0.000000000000000000e+00,-1.202431532807645596e+02,-1.202431532807645596e+02,1.986613669455035813e+00,-1.202431532807645596e+02,-1.202431532807645596e+02,9.853473553015021480e+00,-1.202431532807645596e+02,-1.202431532807645596e+02,2.426481393560691657e+01,-1.202431532807645596e+02,-1.202431532807645596e+02
0.000000000000000000e+00,0.000000000000000000e+00,nan,1.197253889604093331e+02,nan,nan,1.202339516241142121e+02,nan,nan,1.215562921843978899e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.197253889604093331e+02,nan,nan,1.202339516241142121e+02,nan,nan,1.215562921843978899e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.197253889604093331e+02,-1.197253889604093331e+02,2.057907664814551563e+00,-1.197253889604093331e+02,-1.197253889604093331e+02,9.296826517199487938e+00,-1.197253889604093331e+02,-1.197253889604093331e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,1.202339516241142121e+02,nan,nan,1.215562921843978899e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.202339516241142121e+02,nan,nan,1.215562921843978899e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.202339516241142121e+02,-1.202339516241142121e+02,1.503988419968104218e+01,-1.202339516241142121e+02,-1.202339516241142121e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,1.215562921843978899e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.215562921843978899e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.215562921843978899e+02,-1.215562921843978899e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
