,m,st,mt,lt
0,itm,-0.17267995307969056,-0.67350933160755,-4.18689637929962
1,atm,0.7635613175293573,0.3998198402140836,0.33790171210856507
2,otm,1.9986464132736286,2.1626582005141257,3.1848436989733164
