# mskridge,mskplslasso,mskplsenet
0.000000000000000000e+00,-1.313752375255118743e+01,-1.266811989602005895e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.351316400993820466e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
