# mskridge,mskplsridge,msknsridge
0.000000000000000000e+00,2.447323460303334817e-25,4.939755992123447463e-22
0.000000000000000000e+00,0.000000000000000000e+00,4.585605634526679801e-24
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
