# pmlasso,pmlassopca,pmplslasso,pmlassohar
0.000000000000000000e+00,6.216923606335256203e-01,0.000000000000000000e+00,2.230788905817994644e-49
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.230788905818918373e-49
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.059262293586527143e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
