# mskhar,mskplslasso,mskplsenet
0.000000000000000000e+00,-1.259012052699669582e+01,-1.234396525171906944e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.421883723439210812e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
