# tskridge,tskplsridge,tsknsridge
0.000000000000000000e+00,3.124606320291130612e-01,2.546442152088482431e-04
0.000000000000000000e+00,0.000000000000000000e+00,1.102786792701617829e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
