# enet,enetpca,plsenet,ctenet,ssvienet,enethar,enetvae
0.000000000000000000e+00,3.832578671017488148e+01,6.377658190897482626e+01,4.603995750265624309e+01,6.207441912295072228e+01,3.354471281941979299e+01,-6.432224987548191564e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.872606221995916087e+01,-3.794386270483996526e+01,7.636775177691224314e+01,-3.831506943582150626e+01,-3.832578705242912065e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.351196869292820679e+01,6.669591962759757742e-01,-6.377090219023396855e+01,-6.377658212041777830e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.182020737907581065e+01,-4.356474429406397064e+01,-4.604000414832905363e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.206829867771092779e+01,-6.207441933825715097e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.354526502639654240e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
