# tsklasso,tskplslasso,tsknslasso
0.000000000000000000e+00,9.146295982695994553e+01,-6.660619251919186468e-03
0.000000000000000000e+00,0.000000000000000000e+00,-1.071444184309599450e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
