# ridge,lasso,enet,pmridge,pmlasso,pmenet,mskridge,msklasso,mskenet,tskridge,tsklasso,tskenet
0.000000000000000000e+00,-1.200337336859116704e+02,-1.200337336859116704e+02,3.707851293700048956e+00,-1.200337336859116704e+02,-1.200337336859116704e+02,1.399058080775529156e+01,-1.200337336859116704e+02,-1.200337336859116704e+02,2.150541381909584970e+01,-1.200337336859116704e+02,-1.200337336859116704e+02
0.000000000000000000e+00,0.000000000000000000e+00,nan,1.195762108024879637e+02,nan,nan,1.210263123753448582e+02,nan,nan,1.210393087188257510e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.195762108024879637e+02,nan,nan,1.210263123753448582e+02,nan,nan,1.210393087188257510e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.195762108024879637e+02,-1.195762108024879637e+02,3.375253002922068202e+00,-1.195762108024879637e+02,-1.195762108024879637e+02,5.686104704645058128e+00,-1.195762108024879637e+02,-1.195762108024879637e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,1.210263123753448582e+02,nan,nan,1.210393087188257510e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.210263123753448582e+02,nan,nan,1.210393087188257510e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.210263123753448582e+02,-1.210263123753448582e+02,5.731026529508122636e+00,-1.210263123753448582e+02,-1.210263123753448582e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,1.210393087188257510e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.210393087188257510e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.210393087188257510e+02,-1.210393087188257510e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
