# pmridge,mskridge,tskridge,ridge
0.000000000000000000e+00,1.102598094671425333e+00,8.611885552423260037e+00,-2.346371429855467028e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.593007817273345061e+00,-2.484019996474999914e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.509821823643988381e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
