# mskenet,mskplsenet,msknsenet
0.000000000000000000e+00,8.944290075683530006e+01,-2.343610228194355329e+02
0.000000000000000000e+00,0.000000000000000000e+00,-3.067167562964049466e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
