# mskridge,mskplslasso,mskplsenet
0.000000000000000000e+00,8.710629766205041369e-01,9.086463511512756774e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.390821126512047507e-173
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
