# pmhar,tskridge,mskhar,har
0.000000000000000000e+00,1.456995596105022051e+00,3.643885859371908537e-02,6.333697810976876008e-01
0.000000000000000000e+00,0.000000000000000000e+00,-3.461669115123685803e+00,-9.743397079002250605e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.539384925880447286e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
