,m,st,mt,lt
0,itm,0.018238337281041364,0.01813737064735287,0.013808088284147278
1,atm,0.012627977382731264,0.011307631413988276,0.00913390122899951
2,otm,0.010329484333098863,0.008621764718167745,0.008884371048992487
