# tsklasso,tskplslasso,tsknslasso
0.000000000000000000e+00,4.674240001025962954e+01,-3.200190606530163251e+01
0.000000000000000000e+00,0.000000000000000000e+00,-4.675335687143510910e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
