# mskridge,mskplslasso,mskplsenet
0.000000000000000000e+00,8.286959722118725461e-61,1.568001544283488075e-55
0.000000000000000000e+00,0.000000000000000000e+00,4.093300919130117337e-281
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
