# ridge,plsridge,ctridge,ssviridge
0.000000000000000000e+00,-9.032415328451651959e+00,-1.324291536454005325e+01,-6.571333993263800188e+00
0.000000000000000000e+00,0.000000000000000000e+00,-8.020503021847845915e+00,7.187232498376644685e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.155147741804334238e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
