# msklasso,mskplslasso,msknslasso
0.000000000000000000e+00,7.163026894768795216e+01,-1.840597567258157952e+01
0.000000000000000000e+00,0.000000000000000000e+00,-4.397985639250709511e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
