# pmhar,tskridge,mskhar,har
0.000000000000000000e+00,2.474507947155269105e-08,1.044356865377395370e-07,5.551408953085620299e-07
0.000000000000000000e+00,0.000000000000000000e+00,5.039161408911191787e-32,2.593165194536309259e-27
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.325354269161415754e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
