# har,plslasso,plsenet
0.000000000000000000e+00,-1.830727677237934969e+01,-1.831596880104002878e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.869185452503623779e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
