# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,-1.369078467851927883e+01,-1.201064382790807983e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.906964162725783041e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
