,m,st,mt,lt
0,itm,4.846599865128112e-13,1.8454350882280594e-15,4.2582983012367637e-16
1,atm,1.7675345686383399e-19,2.429556489580677e-17,1.2463369093043044e-19
2,otm,1.545947327396144e-14,1.4689520473547364e-14,2.836396767155706e-11
