# pmridge,mskridge,tskridge,ridge
0.000000000000000000e+00,1.295227399990817436e-18,1.316758420844221616e-26,1.109033381045514719e-22
0.000000000000000000e+00,0.000000000000000000e+00,1.364541867588981857e-55,6.726823970160765852e-17
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.125371526423754151e-09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
