# lasso,plslasso,ctlasso,ssvilasso
0.000000000000000000e+00,0.000000000000000000e+00,1.679881719535615661e-212,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.049001524402209162e-06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
