# har,plslasso,plsenet
0.000000000000000000e+00,3.010285983140301160e-72,2.594915594375655217e-72
0.000000000000000000e+00,0.000000000000000000e+00,1.046950046797814693e-18
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
