,m,st,mt,lt
0,itm,3.470629945116029e-07,5.4105283257875423e-08,3.9226822762211856e-05
1,atm,1.419726640243661e-06,1.5030222143652854e-07,8.379391897358161e-06
2,otm,7.204761296418027e-06,6.115696106983926e-07,6.60457031927785e-06
