# ridge,pca,plsridge,ctridge,ssviridge,har,vae
0.000000000000000000e+00,5.069492733386061767e-01,4.302581206614957132e-01,5.196094434259394806e-12,6.886075793538708467e-01,4.776034746952543814e-23,2.531588807827110249e-53
0.000000000000000000e+00,0.000000000000000000e+00,1.225325338012388243e-01,1.579242083113301820e-45,1.122979202126230768e-103,3.164902554790937573e-190,2.162691902165457536e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.199923336751152769e-76,1.157455642756585154e-36,8.494898849180276813e-55,2.186460624775593900e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.243630184858321260e-160,4.292368340094377373e-177,5.384714477170295412e-67
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.047920722964971454e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.676136421208091163e-54
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
