,m,st,mt,lt
0,itm,0.1295841779258764,0.06530239350202612,0.16591595071523502
1,atm,0.13303097843985567,0.13054221364962681,0.13502853401119508
2,otm,0.01626185476756443,0.0006142066735691079,0.0004957929750046312
