# pmenet,pmenetpca,pmplsenet,pmenethar,pmenetvae
0.000000000000000000e+00,nan,9.693067980664889958e-217,0.000000000000000000e+00,nan
0.000000000000000000e+00,0.000000000000000000e+00,9.693067980664889958e-217,0.000000000000000000e+00,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.264395500465829603e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
