# ridge,plsridge,ctridge,ssviridge
0.000000000000000000e+00,-1.671233395486815354e+01,-2.735757387260581552e+01,-3.504096363022268434e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.331698614804128766e+01,6.542604493903002805e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.910784034931364062e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
