# msklasso,mskplslasso,msknslasso
0.000000000000000000e+00,8.496505122962176415e+01,-2.236762869138831320e+02
0.000000000000000000e+00,0.000000000000000000e+00,-2.052826004645843113e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
