,m,st,mt,lt
0,itm,0.8516582717191614,0.9003815112261965,0.8573835421872289
1,atm,0.920091884473504,0.9446579388811144,0.9193220304306291
2,otm,0.9325982425001244,0.951126998196727,0.9044731806901115
