# mskhar,mskplslasso,mskplsenet
0.000000000000000000e+00,-1.878467742273257102e+01,-1.658805718034315291e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.527014517976990504e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
