# pmridge,mskhar,tskridge,har
0.000000000000000000e+00,-6.725347737435404261e-01,2.994064157169074925e+00,2.626065802975651842e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.860439427616071839e+00,5.964932678230079333e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.304163933064903080e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
