# pmlasso,pmlassopca,pmplslasso,pmlassohar,pmlassovae
0.000000000000000000e+00,nan,5.428443770221051778e+01,0.000000000000000000e+00,nan
0.000000000000000000e+00,0.000000000000000000e+00,5.428443770221051778e+01,0.000000000000000000e+00,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.428443770221051778e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
