# pmlasso,pmlassopca,pmplslasso,pmlassohar,pmlassovae
0.000000000000000000e+00,nan,7.532992879938535680e+01,3.056427528310128849e+01,nan
0.000000000000000000e+00,0.000000000000000000e+00,7.532992879938535680e+01,3.056427528310128849e+01,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.532866862024194177e+01,-7.532992879938535680e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.056427528310128849e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
