# ridge,plsridge,ctridge,ssviridge
0.000000000000000000e+00,1.261367661009549224e+01,3.132951951057871831e+00,2.040163913830919284e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.084920876775654719e+01,8.912106867644487451e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.782720495263394511e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
