# enet,plsenet,ctenet,ssvienet
0.000000000000000000e+00,3.816960799114193774e-245,8.428349269922162829e-276,6.703872555556578268e-201
0.000000000000000000e+00,0.000000000000000000e+00,3.686841763135496608e-01,2.867603328588590444e-23
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.776508449604943887e-200
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
